V 2.6.2.48 	PWR-R6-48		OFF	a3	a3
V 2.6.2.49 	PWR-R6-49		OFF	a3	a3
V 2.6.2.50 	PWR-R6-50		OFF	a3	a3
V 2.6.3 	CURRENT-R6	 	UNK	a10	a10
B 3 		SHL-ECS			NUL	NUL	NUL	
V 3.1 		SET-POINT 		UNK	a10	a10
V 3.2 		DIFFERENTIAL 		UNK	a10	a10
V 3.3 		TEMPERATURE		UNK	a10	a10





